user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score
U29060,41.0,Female,India,Android,Premium,289,28,8.12,310,51,13,2,0,20,59,0.25,2,84.22,0,0.123
U29061,57.0,Female,USA,Android,Free,179,29,14.44,144,22,5,1,1,9,114,0.268,3,36.53,0,0.316
U29062,47.0,Female,USA,Android,Premium,62,23,16.16,158,45,4,0,0,13,68,0.161,1,3.69,0,0.512
U29063,47.0,Female,Singapore,iOS,Basic,168,32,16.4,250,39,2,0,0,11,79,0.344,1,18.25,1,0.0
U29064,42.0,Female,Germany,Android,Free,47,19,9.45,124,13,1,0,0,12,128,0.26,1,88.09,0,0.534
U29065,50.0,Male,USA,iOS,Free,244,37,16.6,288,74,23,3,2,8,101,0.061,0,0.0,0,0.198
U29066,26.0,Male,India,Android,Premium,122,32,13.62,187,35,13,2,1,17,175,0.219,2,115.37,1,0.129
U29067,43.0,Male,UK,Android,Basic,145,25,4.69,118,21,1,0,0,12,71,0.049,1,39.89,0,0.309
U29068,41.0,Male,UK,Android,Free,211,40,19.62,189,35,8,0,2,12,172,0.366,5,100.13,1,0.0
U29069,50.0,Male,USA,Android,Free,185,27,10.53,161,18,4,0,0,14,172,0.344,0,0.0,0,0.317
U29070,56.0,Male,India,Android,Basic,40,15,20.38,163,28,3,0,0,13,61,0.202,4,97.89,1,0.215
U29071,42.0,Male,Australia,Android,Basic,181,26,6.74,84,12,3,0,0,12,23,0.031,1,15.18,1,0.111
U29072,32.0,Male,USA,Android,Free,56,30,8.87,162,47,3,0,0,14,45,0.248,1,6.35,0,0.256
U29073,58.0,Male,USA,iOS,Free,16,23,7.59,188,17,2,0,0,13,6,0.254,5,315.78,1,0.479
U29074,58.0,Male,USA,Android,Basic,73,26,14.39,71,12,4,0,0,8,158,0.377,1,33.27,1,0.214
U29075,23.0,Female,Germany,Android,Free,43,19,17.33,115,22,5,0,0,13,162,0.033,4,124.78,1,0.347
U29076,37.0,Female,UK,Android,Premium,104,34,17.39,243,20,8,1,0,6,49,0.406,2,68.78,0,0.392
U29077,33.0,Female,India,Android,Free,31,21,9.0,80,8,2,0,0,12,136,0.503,2,96.07,0,0.754
U29078,38.0,Female,India,iOS,Free,154,26,14.16,102,25,2,0,0,15,74,0.473,4,112.56,0,0.295
U29079,32.0,Male,Canada,iOS,Premium,164,33,15.07,212,17,4,0,0,12,5,0.141,5,66.04,1,0.0
U29080,56.0,Female,USA,iOS,Premium,103,27,8.08,308,41,9,2,2,10,68,0.155,2,24.1,0,0.409
U29081,59.0,Female,UK,Android,Free,77,10,17.21,90,11,4,0,0,10,128,0.303,4,138.38,0,0.79
U29082,21.0,Female,India,Android,Free,56,24,8.14,244,19,4,0,1,9,133,0.422,0,0.0,1,0.355
U29083,41.0,Female,Germany,Android,Free,159,28,7.18,286,52,19,0,6,6,72,0.274,5,111.36,0,0.149
U29084,20.0,Male,Australia,Android,Basic,142,22,14.02,148,33,13,2,3,24,152,0.563,3,63.47,0,0.412
U29085,18.0,Female,USA,iOS,Free,278,25,16.37,159,36,2,0,0,16,111,0.291,1,73.61,1,0.013
U29086,47.0,Male,USA,iOS,Premium,100,27,12.46,196,25,9,2,2,12,113,0.354,1,38.13,1,0.227
U29087,30.0,Female,UK,Android,Basic,105,25,20.66,161,44,14,1,0,13,114,0.253,2,192.58,0,0.496
U29088,35.0,Male,India,Android,Basic,155,26,18.49,151,39,11,2,1,15,76,0.104,2,3.84,0,0.273
U29089,57.0,Male,USA,iOS,Free,65,28,6.12,287,71,20,1,4,6,161,0.249,3,222.44,0,0.656
U29090,28.0,Female,India,iOS,Free,109,31,21.98,163,44,12,1,3,19,79,0.242,3,50.99,0,0.288
U29091,59.0,Female,Singapore,Android,Free,219,30,14.71,108,14,5,0,1,14,84,0.277,1,68.79,0,0.226
U29092,46.0,Male,India,Android,Free,109,26,4.37,273,63,12,2,3,11,106,0.13,1,41.09,1,0.146
U29093,21.0,Female,USA,iOS,Free,112,29,14.84,207,50,10,0,2,15,59,0.498,2,52.95,1,0.212
U29094,42.0,Male,UK,Android,Basic,97,25,20.99,60,5,1,0,0,11,79,0.411,2,30.51,0,0.45
U29095,53.0,Male,India,iOS,Free,72,34,7.56,185,54,21,4,0,14,147,0.366,2,76.06,0,0.442
U29096,53.0,Male,USA,iOS,Premium,22,15,9.18,80,20,4,0,0,18,96,0.369,1,31.29,1,0.473
U29097,57.0,Female,Germany,Android,Basic,102,21,14.11,147,30,10,0,2,8,22,0.327,1,41.93,0,0.475
U29098,45.0,Female,Germany,Android,Basic,169,22,9.19,180,53,10,0,0,11,18,0.447,5,402.83,0,0.457
U29099,25.0,Female,India,Android,Premium,87,16,7.53,114,24,2,0,0,9,95,0.454,2,112.58,0,0.461
U29100,38.0,Female,USA,Android,Premium,155,22,9.17,119,27,3,0,0,9,66,0.564,3,383.54,0,0.378
U29101,52.0,Male,USA,iOS,Basic,20,23,9.52,196,22,2,0,0,14,9,0.278,1,84.32,0,0.588
U29102,35.0,Male,Canada,Android,Free,37,19,8.33,89,24,4,0,1,7,89,0.108,5,29.25,0,0.432
U29103,42.0,Female,Australia,iOS,Basic,60,12,9.56,91,20,1,0,0,8,105,0.519,2,76.17,1,0.427
U29104,58.0,Male,Singapore,Android,Free,125,27,13.11,167,14,5,1,0,11,20,0.289,1,31.67,0,0.245
U29105,22.0,Male,UK,Android,Free,49,22,15.98,152,39,7,1,2,16,10,0.037,1,66.02,1,0.356
U29106,25.0,Female,Canada,Android,Premium,44,15,17.48,133,29,7,0,1,10,24,0.151,1,34.64,1,0.431
U29107,40.0,Other,Germany,iOS,Basic,193,26,11.15,308,26,1,0,0,12,114,0.366,2,86.73,1,0.086
U29108,20.0,Male,Germany,iOS,Free,116,24,16.71,151,42,12,1,0,12,154,0.434,3,84.39,1,0.392
U29109,54.0,Female,Germany,Android,Free,48,29,10.84,213,37,3,0,0,12,46,0.14,0,0.0,1,0.401
U29110,48.0,Male,USA,iOS,Free,109,23,10.14,176,52,12,0,3,7,176,0.633,2,24.52,1,0.259
U29111,46.0,Male,Canada,Android,Free,67,25,11.81,229,33,11,1,1,15,54,0.512,2,45.35,0,0.604
U29112,58.0,Female,Canada,iOS,Free,84,16,12.71,113,29,7,1,0,11,158,0.435,0,0.0,0,0.616
U29113,37.0,Female,India,iOS,Premium,112,18,9.24,154,23,4,0,0,9,173,0.23,2,195.84,0,0.446
U29114,20.0,Male,Singapore,iOS,Free,64,20,10.27,31,4,1,0,0,10,144,0.051,2,140.02,0,0.546
U29115,40.0,Female,Canada,Android,Premium,131,31,14.22,250,70,15,1,3,11,87,0.296,4,87.92,0,0.362
U29116,57.0,Female,India,iOS,Basic,128,31,15.52,217,22,1,0,0,8,156,0.237,3,261.44,1,0.067
U29117,38.0,Female,India,Android,Basic,230,32,12.92,245,41,4,0,0,10,175,0.097,0,0.0,1,0.0
U29118,30.0,Male,Canada,iOS,Basic,65,14,11.1,89,13,1,0,0,15,63,0.475,2,26.95,1,0.364
U29119,25.0,Male,UK,iOS,Premium,59,16,14.5,101,14,1,0,0,13,138,0.25,3,117.93,1,0.416
U29120,22.0,Male,Australia,Android,Free,123,21,1.0,136,35,10,2,2,11,133,0.374,3,71.46,1,0.322
U29121,42.0,Male,USA,Android,Basic,188,25,4.52,229,50,21,2,2,9,61,0.161,3,20.04,0,0.235
U29122,56.0,Male,India,iOS,Basic,43,22,9.5,139,39,9,0,2,9,123,0.265,1,41.65,0,0.417
U29123,54.0,Female,India,Android,Free,41,20,12.83,74,6,2,0,0,12,47,0.077,1,86.7,1,0.219
U29124,58.0,Male,India,iOS,Premium,85,20,10.17,153,37,12,0,3,20,94,0.077,2,225.07,0,0.533
U29125,22.0,Male,India,Android,Free,99,25,9.24,133,10,1,0,0,8,127,0.447,2,82.42,0,0.337
U29126,25.0,Female,UK,Android,Free,105,18,9.94,119,23,6,0,0,12,28,0.164,0,0.0,0,0.529
U29127,21.0,Female,India,iOS,Basic,102,24,13.15,222,33,11,2,1,12,175,0.204,3,121.3,0,0.359
U29128,58.0,Female,USA,Android,Basic,149,23,5.79,257,70,26,3,7,11,34,0.481,1,34.99,1,0.205
U29129,39.0,Female,India,Android,Basic,90,18,13.11,122,21,3,0,0,11,75,0.403,4,27.23,0,0.558
U29130,31.0,Other,USA,Android,Free,62,27,11.81,231,62,8,1,2,12,88,0.425,4,145.62,0,0.512
U29131,36.0,Female,UK,Android,Basic,54,25,20.51,180,22,6,0,0,11,172,0.073,2,40.36,0,0.511
U29132,30.0,Female,Singapore,Android,Free,122,29,15.87,240,29,12,1,3,4,90,0.342,4,188.59,0,0.321
U29133,52.0,Female,USA,iOS,Free,158,28,11.77,207,55,20,2,1,20,131,0.196,2,118.07,1,0.055
U29134,21.0,Male,Canada,iOS,Free,151,28,12.38,277,65,29,3,3,11,155,0.081,0,0.0,0,0.258
U29135,50.0,Female,USA,Android,Free,116,28,21.83,166,34,7,0,0,17,90,0.66,2,44.32,1,0.194
U29136,39.0,Female,Germany,Android,Premium,120,18,11.08,117,33,5,0,0,7,137,0.512,1,36.54,0,0.547
U29137,18.0,Male,USA,iOS,Basic,251,29,16.39,188,40,7,0,0,10,112,0.405,2,88.35,1,0.0
U29138,28.0,Male,Canada,Android,Premium,146,26,13.31,271,73,14,3,4,17,58,,1,2.95,1,0.0
U29139,33.0,Female,USA,Android,Basic,60,22,4.28,156,18,5,1,1,10,86,0.376,3,38.31,1,0.389
U29140,21.0,Female,Australia,Android,Free,28,20,8.92,184,33,3,0,0,15,170,0.5,5,97.17,1,0.528
U29141,46.0,Male,USA,iOS,Premium,98,21,9.47,138,21,4,0,0,11,146,0.286,0,0.0,0,0.46
U29142,56.0,Male,India,Android,Free,105,28,18.37,164,17,7,1,2,9,61,0.251,0,0.0,1,0.071
U29143,55.0,Female,Singapore,Android,Premium,279,31,14.82,244,47,5,0,1,10,109,0.073,1,16.42,0,0.149
U29144,41.0,Male,Germany,iOS,Premium,145,31,16.13,125,30,3,0,0,12,24,0.18,0,0.0,1,0.124
U29145,26.0,Female,Canada,iOS,Basic,38,18,6.03,133,13,3,0,0,7,37,0.436,1,118.06,0,0.713
U29146,25.0,Female,India,Android,Basic,61,26,7.48,185,43,15,2,0,8,179,0.252,1,47.44,1,0.31
U29147,31.0,Male,USA,Android,Premium,156,27,19.07,194,38,10,0,1,9,67,0.272,1,95.6,0,0.361
U29148,32.0,Female,Canada,iOS,Free,221,27,8.34,217,55,22,2,2,11,150,0.368,0,0.0,0,0.28
U29149,39.0,Male,India,Android,Free,90,28,7.28,196,41,14,1,1,5,9,0.353,3,58.4,0,0.432
U29150,54.0,Female,USA,iOS,Free,99,28,11.9,185,16,4,0,0,8,137,0.241,1,28.18,1,0.126
U29151,32.0,Male,Singapore,iOS,Free,178,33,17.75,357,41,11,0,1,14,178,0.211,3,214.13,1,0.0
U29152,23.0,Male,Canada,Android,Free,131,27,2.07,103,26,3,0,0,17,164,0.306,5,235.27,0,0.201
U29153,18.0,Male,India,Android,Basic,149,33,15.37,204,59,7,1,1,11,49,0.416,4,216.21,1,0.052
U29154,37.0,Female,Germany,iOS,Basic,139,31,12.43,259,46,3,0,0,10,108,0.288,3,98.33,1,0.0
U29155,58.0,Female,India,Android,Free,71,23,17.87,142,25,9,0,1,14,124,0.152,4,367.3,0,0.51
U29156,53.0,Female,Singapore,Android,Free,197,33,14.92,257,54,19,1,5,12,114,0.388,1,20.89,1,0.0
U29157,19.0,Female,Singapore,iOS,Premium,97,25,6.6,216,35,5,0,1,11,42,0.378,0,0.0,1,0.324
U29158,23.0,Female,USA,Android,Basic,79,20,11.43,154,37,6,0,0,16,168,0.521,3,85.36,0,0.544
U29159,19.0,Male,UK,iOS,Free,33,15,12.45,103,25,5,0,0,12,174,0.16,1,87.44,1,0.526
U29160,20.0,Female,India,iOS,Free,159,28,8.96,208,26,4,0,0,12,54,0.28,2,28.23,0,0.337
U29161,24.0,Male,USA,iOS,Free,122,19,3.62,131,26,11,0,0,11,55,0.518,3,98.69,0,0.424
U29162,37.0,Female,Canada,Android,Basic,55,30,17.27,291,68,15,1,4,6,58,0.119,2,40.27,0,0.316
U29163,58.0,Female,UK,Android,Premium,109,22,13.09,130,38,6,0,0,9,163,0.049,2,17.88,0,0.471
U29164,58.0,Female,India,Android,Free,84,18,14.34,100,23,1,0,0,13,112,0.305,2,71.17,1,0.432
U29165,22.0,Female,India,Android,Free,122,27,13.33,264,72,10,1,3,14,163,0.507,2,37.75,1,0.165
U29166,42.0,Male,Singapore,Android,Free,109,23,7.8,124,15,5,0,1,8,169,0.41,3,84.35,0,0.372
U29167,55.0,Male,Australia,Android,Premium,81,22,14.57,239,68,19,3,3,8,15,0.23,4,144.19,0,0.452
U29168,35.0,Female,Australia,Android,Free,128,21,6.03,116,27,9,2,2,10,89,0.729,1,18.84,0,0.441
U29169,18.0,Male,USA,iOS,Premium,226,23,7.33,183,40,10,0,2,20,108,0.116,2,48.72,1,0.074
U29170,42.0,Male,India,Android,Free,13,17,11.01,130,28,10,0,1,10,108,0.289,3,213.49,0,0.521
U29171,34.0,Male,Australia,Android,Free,74,28,1.0,170,14,1,0,0,19,19,0.291,2,144.1,1,0.2
U29172,32.0,Male,India,Android,Premium,166,25,12.32,140,38,4,0,0,12,115,0.379,4,52.57,0,0.328
U29173,22.0,Male,Germany,iOS,Free,171,28,7.4,170,38,7,0,1,13,14,0.384,1,12.38,0,0.274
U29174,34.0,Female,India,Android,Free,45,24,12.96,170,17,2,0,0,12,151,0.359,5,180.84,1,0.341
U29175,38.0,Female,Canada,Android,Premium,151,35,8.78,169,38,5,1,1,15,113,0.123,2,59.3,1,0.0
U29176,40.0,Male,USA,Android,Basic,48,19,17.31,109,30,9,0,2,14,119,0.332,2,138.98,1,0.435
U29177,60.0,Female,UK,iOS,Basic,151,23,4.05,179,51,3,0,0,14,47,0.168,1,52.65,0,0.249
U29178,27.0,Male,India,Android,Free,136,30,10.99,323,71,30,0,10,10,117,0.114,2,101.16,1,0.014
U29179,34.0,Female,India,iOS,Free,121,30,6.19,174,48,12,1,3,12,60,0.715,1,45.48,1,0.134
U29180,18.0,Female,Germany,iOS,Free,124,28,1.0,335,77,21,3,4,10,83,0.237,3,66.33,0,0.4
U29181,54.0,Male,Singapore,Android,Free,178,21,17.47,80,15,0,0,0,12,80,0.656,2,48.69,0,0.379
U29182,24.0,Male,Australia,Android,Free,169,31,13.95,317,40,7,1,0,13,71,0.258,2,131.41,1,0.159
U29183,29.0,Female,UK,iOS,Free,56,24,16.35,145,22,5,0,1,11,43,0.142,2,93.27,0,0.484
U29184,57.0,Male,USA,Android,Free,79,20,8.77,69,6,1,0,0,7,104,0.615,4,96.89,1,0.274
U29185,18.0,Other,Singapore,Android,Premium,140,36,11.64,319,76,30,5,1,10,160,0.595,3,130.35,0,0.358
U29186,37.0,Female,India,iOS,Basic,151,26,11.75,226,21,5,0,0,15,118,0.209,3,75.73,0,0.355
U29187,48.0,Female,Germany,Android,Premium,51,28,7.63,176,52,14,0,4,12,118,0.264,1,96.74,0,0.601
U29188,21.0,Male,Singapore,iOS,Basic,198,26,24.2,204,54,7,1,0,11,105,0.184,0,0.0,0,0.246
U29189,43.0,Male,UK,Android,Premium,125,23,12.57,165,44,9,0,1,8,132,0.214,4,377.4,1,0.205
U29190,29.0,Male,India,iOS,Basic,76,21,21.13,184,20,2,0,0,19,45,0.291,1,44.23,0,0.513
U29191,39.0,Male,USA,iOS,Free,86,25,17.97,223,18,3,0,1,14,126,0.556,2,35.92,1,0.151
U29192,18.0,Other,UK,Android,Basic,67,19,11.74,111,28,11,1,0,12,78,0.631,4,310.56,1,0.27
U29193,18.0,Male,India,Android,Premium,28,22,,194,27,5,1,0,9,76,0.25,1,60.69,1,0.371
U29194,20.0,Male,Germany,iOS,Premium,128,26,7.68,119,15,4,0,0,9,67,0.42,3,31.75,1,0.236
U29195,29.0,Female,UK,iOS,Free,22,26,9.77,190,37,5,0,1,11,167,0.416,3,41.17,0,0.62
U29196,38.0,Male,India,Android,Premium,75,29,5.33,164,41,12,2,0,14,101,0.497,2,28.87,0,0.446
U29197,30.0,Male,USA,Android,Premium,91,25,10.36,307,54,24,5,4,14,138,0.288,0,0.0,0,0.427
U29198,30.0,Other,Canada,iOS,Free,141,20,10.79,107,25,5,0,0,19,76,0.319,3,125.19,0,0.544
U29199,58.0,Male,Germany,Android,Premium,36,25,18.68,234,48,9,1,2,9,133,0.187,1,48.51,1,0.287
U29200,35.0,Female,USA,Android,Free,84,17,18.54,143,21,4,0,0,11,109,0.353,1,76.61,0,0.741
U29201,50.0,Male,India,Android,Free,87,25,18.33,262,46,7,0,1,11,89,0.493,4,93.21,1,0.096
U29202,23.0,Female,India,Android,Free,83,24,12.08,169,20,2,0,0,4,71,0.434,3,123.61,0,0.541
U29203,42.0,Male,India,Android,Free,101,31,12.56,335,75,33,6,1,12,84,0.096,5,309.71,0,0.532
U29204,40.0,Female,Australia,Android,Premium,89,23,7.23,196,55,16,1,1,9,117,0.188,4,135.12,1,0.368
U29205,41.0,Male,India,iOS,Premium,255,24,14.23,186,19,8,1,1,16,119,0.237,1,14.47,0,0.233
U29206,54.0,Male,Australia,Android,Free,73,23,5.86,132,26,4,0,1,12,113,0.559,5,93.46,1,0.249
U29207,43.0,Female,Germany,Android,Basic,229,25,5.95,242,21,3,0,0,7,88,0.653,2,51.98,0,0.389
U29208,21.0,Male,India,iOS,Premium,153,31,8.92,209,36,13,1,1,8,34,0.411,1,18.1,1,0.226
U29209,55.0,Female,Australia,iOS,Free,64,16,7.58,161,21,4,0,0,9,49,0.228,1,17.29,1,0.346
U29210,52.0,Female,USA,iOS,Free,115,25,15.75,203,25,9,1,1,12,91,0.386,5,70.64,1,0.225
U29211,28.0,Female,UK,iOS,Free,95,24,8.29,56,11,1,0,0,13,78,0.313,2,32.53,0,0.432
U29212,53.0,Male,Australia,Android,Free,364,47,14.33,406,44,17,2,2,16,40,0.516,3,48.58,0,0.0
U29213,42.0,Female,USA,iOS,Free,82,25,7.43,223,58,24,3,4,11,166,0.423,2,90.35,0,0.447
U29214,37.0,Female,India,iOS,Free,55,34,11.89,191,36,14,2,3,15,19,0.389,3,115.83,1,0.032
U29215,18.0,Male,India,iOS,Free,64,24,7.66,124,10,2,0,0,9,72,0.361,5,109.63,0,0.624
U29216,47.0,Female,India,Android,Free,104,18,5.4,110,27,4,0,1,5,177,0.539,4,65.13,0,0.488
U29217,21.0,Female,USA,iOS,Free,24,16,18.74,128,22,3,0,0,11,77,0.33,4,55.26,1,0.292
U29218,40.0,Male,Germany,Android,Basic,139,20,15.58,198,24,10,0,0,17,168,0.392,2,48.74,0,0.351
U29219,52.0,Male,USA,Android,Premium,197,25,8.15,125,23,5,0,1,10,126,0.247,0,0.0,0,0.224
U29220,59.0,Female,India,iOS,Premium,39,30,9.39,296,25,8,0,0,19,158,0.216,3,56.61,0,0.549
U29221,39.0,Male,India,iOS,Premium,181,37,7.47,290,81,22,1,5,20,133,0.489,2,49.83,0,0.079
U29222,48.0,Female,USA,Android,Free,67,18,20.06,89,16,3,0,0,9,173,0.135,1,16.16,0,0.705
U29223,18.0,Male,Germany,iOS,Free,92,29,13.96,120,20,8,1,2,12,0,0.251,0,0.0,0,0.499
U29224,21.0,Female,USA,iOS,Free,140,27,1.29,148,36,5,0,1,10,98,0.534,1,53.91,0,0.416
U29225,36.0,Male,India,iOS,Free,57,16,6.78,158,41,11,0,2,11,92,0.089,1,65.58,0,0.584
U29226,47.0,Male,India,iOS,Free,60,34,2.05,141,34,13,2,1,15,105,0.106,2,37.81,0,0.323
U29227,18.0,Female,Singapore,iOS,Free,62,31,6.85,265,38,10,0,0,9,85,0.369,0,0.0,0,0.35
U29228,36.0,Female,UK,Android,Premium,101,26,7.07,157,24,1,0,0,8,76,0.017,0,0.0,0,0.334
U29229,38.0,Female,India,Android,Basic,82,23,15.7,192,30,6,0,0,20,35,0.337,1,37.78,0,0.439
U29230,39.0,Male,USA,Android,Basic,82,24,12.11,119,16,2,0,0,17,18,0.192,3,62.42,0,0.498
U29231,19.0,Male,India,iOS,Basic,72,23,6.6,259,68,20,3,1,10,37,0.165,1,20.29,0,0.574
U29232,23.0,Male,India,Android,Free,141,18,12.57,72,12,4,0,0,10,102,0.308,3,162.14,0,0.585
U29233,38.0,Female,Australia,iOS,Free,119,24,13.77,203,18,3,0,0,16,22,0.549,5,304.66,0,0.443
U29234,50.0,Female,India,Android,Premium,54,19,12.25,110,24,6,0,0,16,6,0.317,1,20.24,0,0.603
U29235,36.0,Female,Australia,Android,Basic,89,30,5.92,214,41,2,0,0,14,54,0.233,2,34.21,0,0.516
U29236,44.0,Female,India,Android,Free,98,26,1.0,268,47,15,0,1,7,18,0.057,3,156.79,1,0.395
U29237,54.0,Male,Canada,iOS,Free,212,33,12.68,249,69,25,2,6,21,141,0.201,2,113.3,0,0.165
U29238,46.0,Female,Australia,Android,Free,91,16,12.66,79,7,1,0,0,10,95,0.094,1,115.42,0,0.59
U29239,45.0,Male,India,iOS,Premium,56,26,12.8,166,36,12,2,0,16,159,0.596,4,154.77,1,0.321
U29240,51.0,Male,USA,iOS,Free,123,27,12.0,196,35,8,1,0,11,115,0.021,1,47.31,0,0.241
U29241,18.0,Male,Singapore,Android,Free,95,20,6.85,76,16,6,0,1,8,129,0.212,1,81.55,1,0.272
U29242,42.0,Female,India,iOS,Free,292,41,21.36,363,101,34,1,4,8,66,0.26,5,184.48,0,0.0
U29243,38.0,Male,India,iOS,Free,305,34,6.01,382,31,10,1,1,18,84,0.216,4,330.19,0,0.066
U29244,51.0,Male,India,iOS,Basic,40,23,6.98,145,33,14,3,0,10,32,,2,74.37,0,0.635
U29245,43.0,Male,India,Android,Basic,134,29,7.94,197,46,20,3,5,15,48,0.353,3,68.18,0,0.351
U29246,53.0,Male,India,iOS,Free,66,21,9.29,108,27,11,1,2,10,113,0.182,0,0.0,1,0.267
U29247,52.0,Female,Australia,Android,Free,20,25,11.5,159,23,4,0,1,12,105,0.249,1,13.45,1,0.353
U29248,40.0,Female,India,iOS,Basic,130,34,10.3,169,25,7,0,0,11,41,0.148,3,67.93,1,0.04
U29249,34.0,Female,Canada,Android,Free,70,27,17.98,124,16,3,0,0,13,102,0.068,2,118.02,1,0.379
U29250,59.0,Female,India,Android,Free,39,28,8.24,191,20,8,0,0,18,34,0.484,5,147.98,0,0.303
U29251,29.0,Male,India,Android,Basic,89,15,7.5,7,1,0,0,0,8,165,0.315,2,63.91,1,0.324
U29252,37.0,Female,India,iOS,Free,60,22,,189,34,4,0,0,14,36,0.503,4,58.04,0,0.506
U29253,56.0,Female,India,Android,Free,105,17,13.02,99,12,4,0,1,7,128,0.231,0,0.0,0,0.427
U29254,44.0,Male,Australia,Android,Free,126,26,13.6,170,43,11,1,0,17,19,0.461,1,20.59,0,0.544
U29255,59.0,Male,Canada,iOS,Premium,102,24,1.58,205,26,11,0,3,14,155,0.374,1,19.85,1,0.309
U29256,54.0,Male,Australia,iOS,Basic,74,28,18.44,377,103,28,5,9,7,93,0.133,3,134.28,0,0.545
U29257,37.0,Female,Canada,Android,Free,250,28,20.52,92,25,2,0,0,9,42,0.305,1,22.58,0,0.173
U29258,28.0,Female,UK,iOS,Basic,37,19,13.77,104,30,4,0,1,14,167,0.274,2,33.57,1,0.343
U29259,45.0,Other,Singapore,Android,Basic,89,18,6.61,111,31,11,1,0,16,96,0.343,0,0.0,0,0.487
U29260,19.0,Female,USA,iOS,Basic,101,25,15.19,251,50,21,1,1,11,43,0.015,4,89.34,0,0.496
U29261,41.0,Male,Canada,Android,Free,68,28,11.4,253,29,1,0,0,12,36,0.234,5,198.29,1,0.166
U29262,33.0,Female,India,Android,Free,158,19,4.64,85,9,2,0,0,15,135,0.459,7,293.14,0,0.463
U29263,29.0,Other,Australia,Android,Free,162,25,10.39,96,20,4,0,0,12,30,0.232,1,22.04,0,0.392
U29264,33.0,Female,Canada,Android,Free,143,30,8.43,143,25,3,0,0,12,85,0.203,4,410.99,0,0.257
U29265,53.0,Male,USA,Android,Basic,13,16,8.57,116,30,10,2,2,9,37,0.093,2,17.26,1,0.366
U29266,19.0,Male,Singapore,iOS,Free,114,27,12.89,250,25,11,1,3,15,86,0.139,2,48.75,0,0.407
U29267,42.0,Male,Germany,iOS,Free,56,23,11.8,81,9,2,0,0,11,5,0.14,2,65.45,1,0.311
U29268,46.0,Female,Australia,Android,Free,60,22,5.7,222,55,22,1,5,10,135,0.157,3,184.07,0,0.424
U29269,45.0,Female,USA,iOS,Free,165,21,12.57,124,36,12,0,3,14,177,0.26,2,93.67,0,0.491
U29270,27.0,Female,UK,iOS,Free,150,20,20.28,131,31,7,1,1,11,71,0.144,4,93.32,0,0.306
U29271,40.0,Male,Germany,Android,Premium,75,27,13.55,277,52,9,1,2,10,146,0.355,1,54.26,1,0.113
U29272,49.0,Female,UK,iOS,Premium,83,17,11.07,72,16,6,0,1,13,1,0.327,2,105.06,1,0.428
U29273,48.0,Male,USA,Android,Premium,168,33,11.57,264,66,9,1,2,7,117,0.123,2,153.29,0,0.202
U29274,36.0,Male,USA,iOS,Free,81,22,18.52,151,16,6,0,1,13,28,0.201,1,52.16,1,0.227
U29275,32.0,Male,USA,Android,Basic,64,22,9.16,73,15,1,0,0,10,48,0.112,2,150.13,0,0.528
U29276,50.0,Male,India,iOS,Free,73,25,9.64,338,83,36,2,8,19,25,0.451,0,0.0,0,0.55
U29277,34.0,Other,Germany,iOS,Free,104,21,12.43,93,19,1,0,0,7,58,0.428,1,8.54,0,0.576
U29278,53.0,Male,Canada,Android,Basic,124,20,13.53,166,38,7,1,0,11,29,0.501,1,35.71,0,0.528
U29279,37.0,Male,Canada,Android,Free,120,29,13.0,271,42,13,3,2,10,147,0.589,4,100.44,1,0.134
U29280,26.0,Female,USA,Android,Free,133,23,14.73,204,16,3,0,0,17,156,0.357,2,13.7,1,0.17
U29281,55.0,Female,Singapore,Android,Free,179,26,8.85,104,12,4,0,0,15,73,0.273,4,313.25,1,0.15
U29282,20.0,Male,Canada,Android,Premium,107,22,17.94,194,42,3,0,0,11,15,0.635,2,90.06,0,0.577
U29283,19.0,Male,Singapore,Android,Free,43,28,6.92,310,88,17,0,1,11,76,0.337,3,96.47,0,0.594
U29284,35.0,Female,Singapore,iOS,Free,244,28,12.02,166,23,6,0,1,10,35,0.108,2,124.35,0,0.128
U29285,40.0,Female,USA,iOS,Basic,139,22,5.04,153,30,11,1,1,11,128,0.067,1,33.71,0,0.444
U29286,36.0,Male,Germany,Android,Free,50,21,6.78,174,23,9,1,0,8,78,0.215,2,223.49,0,0.588
U29287,24.0,Male,USA,Android,Free,267,29,17.86,216,35,9,0,3,11,5,0.44,3,42.6,1,0.0
U29288,52.0,Female,India,Android,Free,133,29,10.03,242,39,6,1,1,15,107,0.193,1,15.09,1,0.198
U29289,37.0,Female,India,iOS,Free,67,20,8.95,93,11,1,0,0,10,156,0.456,4,33.57,1,0.333
U29290,37.0,Female,USA,Android,Free,172,30,10.2,283,24,6,0,0,14,164,0.481,3,73.06,1,0.015
U29291,36.0,Female,Canada,iOS,Free,133,27,15.75,164,27,7,0,0,17,96,0.314,4,116.14,0,0.352
U29292,58.0,Female,India,Android,Free,23,19,12.07,121,23,9,0,2,15,179,0.053,3,98.8,1,0.488
U29293,33.0,Female,UK,Android,Free,118,34,8.71,331,51,22,4,7,10,174,0.257,3,59.45,1,0.132
U29294,55.0,Female,USA,Android,Free,107,27,9.35,264,62,23,0,1,10,168,0.182,1,17.2,1,0.171
